vehicle_make,vehicle_model,vehicle_year,vehicle_vin,vehicle_color,vehicle_price,vehicle_mileage,vehicle_condition,vehicle_transmission,vehicle_fuel_type,vehicle_body_style,vehicle_engine_size,vehicle_drivetrain,vehicle_features,Vehicle_ID,customer_id
Toyota,TundraMax,2010,JN1CV6EK4FM919807,Red,15191.14,20104,used,automatic,electric,SUV,3.4,front-wheel drive,heated seats, VEH-8829  , CUS-0178  
Cadillac,Allante,1993,WAURFAFR1CA349195,Aquamarine,59956.64,10319,used,manual,electric,SUV,5.6,rear-wheel drive,heated seats, VEH-6822  , CUS-6671  
Dodge,Durango,2004,WAUFFBFL0AN252855,Red,18304.11,95215,new,manual,gasoline,SUV,2.1,rear-wheel drive,navigation system, VEH-2388  , CUS-0729  
GMC,Yukon,1996,WBAYA6C51FG793431,Yellow,90010.9,4397,used,automatic,gasoline,truck,4.9,all-wheel drive,leather seats, VEH-7965  , CUS-0815  
Toyota,Yaris,2012,JN8AF5MR7DT935470,Fuscia,89463.19,162183,certified pre-owned,automatic,electric,sedan,1.4,front-wheel drive,heated seats, VEH-7843  , CUS-0761  
Ford,Laser,1989,KNADM4A35E6780651,Blue,20010.2,162210,certified pre-owned,manual,diesel,sedan,4.1,rear-wheel drive,navigation system, VEH-3636  , CUS-5603  
Lexus,GS,2010,1FTSW3A57AE289205,Pink,38855.03,37390,new,automatic,gasoline,coupe,1.9,all-wheel drive,sunroof, VEH-4915  , CUS-7544  
Lotus,Exige,2012,JN1BJ0HR0DM715418,Khaki,32597.89,136731,certified pre-owned,manual,electric,SUV,3.4,front-wheel drive,sunroof, VEH-1943  , CUS-4526  
Honda,Pilot,2002,5YMGZ0C52E0488636,Violet,19634.12,59752,new,manual,diesel,SUV,2.8,front-wheel drive,heated seats, VEH-5462  , CUS-1913  
Mercedes-Benz,600SL,1993,WBANV13509B370089,Khaki,81550.85,46039,used,automatic,diesel,SUV,3.6,front-wheel drive,sunroof, VEH-9202  , CUS-6676  
Lexus,CT,2012,WBADN53461G322923,Red,48667.46,70880,used,automatic,electric,truck,4.6,rear-wheel drive,leather seats, VEH-4696  , CUS-7111  
Bentley,Continental Flying Spur,2012,1D4PT4GK1BW229584,Fuscia,46079.71,97050,new,manual,electric,sedan,3.5,all-wheel drive,sunroof, VEH-1802  , CUS-4584  
Plymouth,Neon,2001,5FRYD3H61GB393387,Indigo,81621.05,182211,certified pre-owned,manual,gasoline,SUV,4.1,all-wheel drive,leather seats, VEH-5289  , CUS-3912  
Dodge,Grand Caravan,2009,JH4CL95948C033592,Violet,14486.86,194203,new,automatic,diesel,SUV,2.2,rear-wheel drive,sunroof, VEH-1216  , CUS-8950  
Chevrolet,Suburban 2500,1997,1N6BF0KL6FN334816,Violet,91410.11,129562,certified pre-owned,automatic,diesel,SUV,1.7,rear-wheel drive,heated seats, VEH-6359  , CUS-7062  
Audi,S4,2000,3GYEK62N64G041028,Yellow,31854.59,7384,certified pre-owned,manual,gasoline,sedan,4,front-wheel drive,leather seats, VEH-5858  , CUS-3688  
Nissan,Murano,2011,5N1AA0NC6EN423112,Orange,90234.55,68161,certified pre-owned,manual,diesel,sedan,3.5,all-wheel drive,leather seats, VEH-2234  , CUS-5893  
Mercedes-Benz,500E,1993,1G6DM5E32C0315797,Khaki,96228.83,9574,certified pre-owned,automatic,diesel,sedan,3.7,all-wheel drive,leather seats, VEH-8627  , CUS-8494  
Chevrolet,Corvette,1992,JTDBT4K3XC1968622,Teal,94496.28,115001,used,manual,electric,SUV,4.1,front-wheel drive,leather seats, VEH-6091  , CUS-6177  
Buick,Riviera,1985,2HNYD28718H307747,Aquamarine,62582.2,56608,certified pre-owned,manual,diesel,sedan,3.4,all-wheel drive,sunroof, VEH-8954  , CUS-1498  
Toyota,Matrix,2010,SCFAD01E29G899422,Green,37569.53,8642,used,manual,electric,SUV,1.8,all-wheel drive,leather seats, VEH-6311  , CUS-2167  
Scion,tC,2010,KNAFU6A24B5587999,Purple,23282.5,92292,certified pre-owned,automatic,diesel,coupe,1.2,rear-wheel drive,leather seats, VEH-0245  , CUS-1671  
Chrysler,Concorde,1996,1ZVBP8JZXD5416837,Teal,90347.7,183237,used,automatic,gasoline,truck,5,rear-wheel drive,sunroof, VEH-8601  , CUS-3347  
Ferrari,612 Scaglietti,2008,3N1CE2CP1FL449592,Green,78772.16,135983,used,automatic,diesel,truck,5.6,front-wheel drive,leather seats, VEH-4809  , CUS-3228  
Subaru,Outback,2007,5NPEB4AC8CH887452,Purple,20147.76,146917,used,manual,diesel,truck,1.1,all-wheel drive,navigation system, VEH-4029  , CUS-0826  
Subaru,Legacy,2001,3C63DPHL6CG322447,Violet,77587.91,153040,used,automatic,electric,truck,3.5,rear-wheel drive,leather seats, VEH-1984  , CUS-2018  
Pontiac,Daewoo Kalos,2005,ZFBCFACH0FZ421579,Teal,13416.91,135221,certified pre-owned,manual,gasoline,truck,5.4,all-wheel drive,heated seats, VEH-4470  , CUS-7187  
Ford,Contour,1996,WBABD33474J877076,Teal,61030.28,121258,new,automatic,diesel,sedan,4.7,all-wheel drive,heated seats, VEH-8206  , CUS-7741  
Mazda,B2500,2001,3N1AB7AP0FY850957,Fuscia,65389.21,10734,new,manual,electric,SUV,2.4,all-wheel drive,leather seats, VEH-6384  , CUS-6473  
Saab,900,1995,WBADX7C56DE704447,Pink,38756.91,90194,certified pre-owned,automatic,gasoline,SUV,5.4,rear-wheel drive,sunroof, VEH-0730  , CUS-6522  
Nissan,Pathfinder,1996,WDCGG0EB3DG815188,Purple,33107.68,50167,new,manual,gasoline,truck,5.8,rear-wheel drive,heated seats, VEH-7883  , CUS-5793  
Suzuki,Reno,2005,WAUDFAFL0BA208249,Crimson,64276.54,166991,certified pre-owned,automatic,gasoline,SUV,1.4,all-wheel drive,leather seats, VEH-1313  , CUS-2487  
Ford,Ranger,1997,1G4CU541834038635,Green,82435.19,103336,new,manual,electric,sedan,2.4,front-wheel drive,heated seats, VEH-8613  , CUS-0190  
Saturn,VUE,2004,WAUAF78E68A626232,Blue,80233.75,170170,used,automatic,electric,truck,2.8,all-wheel drive,navigation system, VEH-8711  , CUS-5266  
Chrysler,Sebring,2009,1FMEU8FE5AU522444,Yellow,65430.81,129443,used,manual,gasoline,coupe,5.3,all-wheel drive,navigation system, VEH-4145  , CUS-7495  
Citroën,SM,1972,YV1672MC7AJ210557,Crimson,89879.12,64061,used,automatic,diesel,coupe,4.9,rear-wheel drive,sunroof, VEH-6806  , CUS-2202  
Bentley,Continental Super,2012,1G4GC5GR7DF043482,Khaki,24813.08,83358,certified pre-owned,automatic,gasoline,coupe,4.2,rear-wheel drive,navigation system, VEH-2885  , CUS-4336  
Volkswagen,Eurovan,1994,WBA3B5C53DJ321054,Indigo,86365.27,1682,used,manual,diesel,truck,1.8,rear-wheel drive,heated seats, VEH-7650  , CUS-1696  
Buick,Electra,1986,WA1WMAFE8ED097837,Orange,94239.7,105224,new,automatic,diesel,SUV,5.6,front-wheel drive,heated seats, VEH-3317  , CUS-6965  
Oldsmobile,Cutlass Supreme,1997,WBALZ5C56CD464430,Red,70790.39,171021,certified pre-owned,automatic,gasoline,sedan,3.6,front-wheel drive,heated seats, VEH-8288  , CUS-0809  
Ford,Econoline E350,1992,WDDLJ9BB5FA135772,Crimson,17252.03,153818,new,automatic,diesel,truck,1.9,rear-wheel drive,leather seats, VEH-4373  , CUS-7892  
Nissan,350Z,2004,1G6AB5RA3F0416109,Yellow,10326.43,113334,new,manual,diesel,SUV,4.7,front-wheel drive,navigation system, VEH-5711  , CUS-0611  
Infiniti,FX,2012,WBAPK7C5XAA266983,Puce,66488.28,130113,certified pre-owned,manual,gasoline,truck,2.1,rear-wheel drive,navigation system, VEH-5790  , CUS-1005  
Dodge,Ram Van 1500,2002,4T3BA3BB9FU298865,Violet,47685.11,104160,certified pre-owned,manual,gasoline,truck,4.7,rear-wheel drive,navigation system, VEH-1466  , CUS-9092  
Suzuki,Grand Vitara,2010,WAUEF48H97K210629,Aquamarine,46903.77,48869,used,automatic,electric,sedan,1.4,all-wheel drive,leather seats, VEH-8340  , CUS-7689  
Dodge,Durango,2011,KNAFT4A2XA5463659,Aquamarine,68029.52,185776,certified pre-owned,automatic,electric,SUV,5,rear-wheel drive,sunroof, VEH-9481  , CUS-1861  
Kia,Sportage,2011,19XFA1E64AE339802,Red,51877.82,84495,certified pre-owned,manual,diesel,truck,2.6,all-wheel drive,heated seats, VEH-6633  , CUS-9966  
Lexus,GS,1993,WAUFFAFL7DN220273,Khaki,85049.35,163086,certified pre-owned,automatic,gasoline,truck,4.3,all-wheel drive,leather seats, VEH-1908  , CUS-7064  
Subaru,Brat,1985,WA1GFCFS5FR981352,Fuscia,54773.29,11083,new,manual,electric,coupe,4.8,all-wheel drive,leather seats, VEH-1161  , CUS-3775  
Plymouth,Grand Voyager,1994,WAUET48H45K110959,Orange,56330.65,199475,certified pre-owned,automatic,diesel,coupe,1.2,rear-wheel drive,navigation system, VEH-9425  , CUS-2585  
BMW,3 Series,1992,WA1CGAFE2ED212409,Crimson,69514.52,28995,certified pre-owned,manual,electric,SUV,1.2,rear-wheel drive,leather seats, VEH-1090  , CUS-3573  
Chrysler,300M,2000,1GYS3KEF0BR799375,Indigo,60762.32,152988,certified pre-owned,automatic,electric,truck,4.9,all-wheel drive,sunroof, VEH-5913  , CUS-7688  
Scion,iQ,2012,WVGFF9BP8BD961721,Khaki,40614.52,27266,new,automatic,electric,SUV,4.8,rear-wheel drive,sunroof, VEH-9692  , CUS-7206  
GMC,3500,1996,1G6AL5S32D0794959,Red,87428.18,2960,certified pre-owned,automatic,gasoline,SUV,1.3,front-wheel drive,navigation system, VEH-1995  , CUS-9382  
Mercury,Montego,2005,3VW517AT7FM362897,Blue,64530.43,72287,used,automatic,electric,SUV,1.6,all-wheel drive,sunroof, VEH-9070  , CUS-4080  
Ford,E-Series,2009,WDDGF5EB2AA548605,Green,24542.39,192025,certified pre-owned,manual,gasoline,coupe,2.6,all-wheel drive,sunroof, VEH-8985  , CUS-7906  
Chevrolet,Caprice Classic,1995,3N1CN7AP6EL513401,Maroon,99936.54,5928,certified pre-owned,automatic,gasoline,truck,1.1,rear-wheel drive,heated seats, VEH-2941  , CUS-6497  
Mitsubishi,Diamante,2004,1FTMF1CW0AF861695,Fuscia,95730.43,50222,new,automatic,diesel,truck,1.2,front-wheel drive,leather seats, VEH-9084  , CUS-7706  
